ï..customerID,Cust_ID,Gender,DOB,Age,SeniorCitizen,Dependents,Partner,Tenure,Mobile_Service,Dual_Sim,Internet_Mode,VOD_Streaming,Plan,PaymentMethod,Per_Month_Charge,Var_Charge,TotalCharges,Churn
2472-OVKUP,YH66,Male,10/19/1996,22,0,No,Yes,8,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,451,62,513,Yes
2984-RGEYA,TJ48,Female,10/29/1981,37,0,Yes,Yes,10,Yes,No,No,No internet service,Two year,Bank transfer (automatic),958,70,1028,No
9680-NIAUV,SZ35,Female,6/30/1966,52,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),331,88,419,No
2146-EGVDT,FS14,Male,4/7/1955,64,0,Yes,Yes,22,Yes,No,No,No internet service,Two year,Credit card (automatic),473,61,534,No
2604-IJPDU,RJ77,Female,10/31/1962,56,0,No,Yes,26,Yes,No,Fiber optic,No,Month-to-month,Electronic check,862,79,941,No
9178-JHUVJ,WR14,Male,7/2/1983,35,0,Yes,Yes,13,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),265,64,329,No
6168-YBYNP,VF61,Male,3/16/1992,27,0,No,No,13,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,675,90,765,No
7255-SSFBC,DA30,Male,3/5/1974,45,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),899,75,974,No
3645-DEYGF,TL12,Male,8/3/1980,38,0,Yes,No,6,Yes,No,No,No internet service,Month-to-month,Mailed check,897,55,952,No
9323-HGFWY,OR62,Female,7/12/1961,57,0,No,Yes,27,Yes,No,Fiber optic,Yes,One year,Credit card (automatic),460,92,552,No
8544-GOQSH,EM67,Female,12/1/1985,33,0,No,No,3,Yes,No,Fiber optic,No,Month-to-month,Credit card (automatic),696,85,781,No
3363-DTIVD,MU16,Male,1/11/1967,52,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,600,72,672,No
7018-WBJNK,MZ59,Male,11/3/1960,58,0,Yes,No,24,Yes,No,Fiber optic,No,Month-to-month,Credit card (automatic),549,66,615,No
9142-KZXOP,EE93,Male,7/2/1969,49,0,No,No,30,Yes,No,Fiber optic,No,Month-to-month,Credit card (automatic),348,61,409,No
7674-YTAFD,FJ48,Female,12/14/1989,29,0,No,No,34,Yes,No,Fiber optic,No,One year,Bank transfer (automatic),367,89,456,No
6348-SNFUS,UB14,Male,6/17/1968,51,0,Yes,Yes,21,No,No phone service,DSL,Yes,Two year,Credit card (automatic),290,53,343,No
1285-OKIPP,YK28,Male,2/12/1986,33,0,No,No,29,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,605,91,696,Yes
7825-ECJRF,HJ97,Female,1/30/1978,41,0,No,No,25,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,727,99,826,Yes
1347-KTTTA,IJ68,Male,6/16/1979,40,0,No,Yes,10,Yes,No,Fiber optic,Yes,One year,Credit card (automatic),534,81,615,No
7841-TZDMQ,KE84,Male,2/24/1970,49,0,No,No,37,Yes,No,DSL,No,Month-to-month,Credit card (automatic),435,82,517,Yes
4195-NZGTA,QR46,Female,3/30/1995,24,0,No,No,26,No,No phone service,DSL,No,Month-to-month,Electronic check,637,94,731,No
7157-SMCFK,TU60,Male,4/28/1961,58,0,Yes,No,33,Yes,No,No,No internet service,Two year,Mailed check,322,98,420,No
4709-LKHYG,UO32,Female,1/19/1965,54,0,Yes,Yes,30,Yes,No,No,No internet service,One year,Electronic check,534,100,634,No
2504-DSHIH,ED76,Male,4/21/1955,64,1,No,Yes,18,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,876,88,964,No
0699-NDKJM,BP45,Female,5/23/1976,43,0,No,Yes,2,No,No phone service,DSL,Yes,Month-to-month,Bank transfer (automatic),376,58,434,No
9286-BHDQG,DT97,Male,8/7/1965,53,0,Yes,Yes,35,No,No phone service,DSL,No,Two year,Credit card (automatic),766,91,857,No
0230-WEQUW,GH48,Male,12/16/1987,31,0,No,Yes,13,No,No phone service,DSL,No,Two year,Bank transfer (automatic),934,90,1024,No
2040-LDIWQ,NX18,Male,9/8/1980,38,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),944,65,1009,No
6496-JDSSB,GU46,Female,1/2/1998,21,0,No,No,2,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),635,92,727,No
9408-SSNVZ,GW93,Female,12/10/1991,27,0,No,No,3,Yes,No,Fiber optic,No,Month-to-month,Electronic check,930,88,1018,Yes
4443-EMBNA,FN73,Female,7/2/1984,34,0,No,Yes,32,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),453,73,526,No
6469-MRVET,YC66,Male,3/15/1957,62,0,Yes,Yes,16,Yes,No,No,No internet service,One year,Electronic check,589,88,677,No
0742-MOABM,UB51,Male,8/6/1975,43,0,No,Yes,16,Yes,No,DSL,No,Month-to-month,Mailed check,605,70,675,Yes
5961-VUSRV,WQ40,Female,12/18/1987,31,0,No,No,30,Yes,No,No,No internet service,One year,Bank transfer (automatic),896,88,984,No
6778-JFCMK,DM42,Male,5/31/1993,26,0,No,No,32,No,No phone service,DSL,Yes,One year,Mailed check,631,67,698,No
6341-JVQGF,HD92,Female,3/2/1986,33,0,Yes,Yes,25,Yes,No,DSL,Yes,One year,Mailed check,964,60,1024,No
2232-DMLXU,LX51,Female,6/23/1980,38,0,No,Yes,23,Yes,No,DSL,No,Month-to-month,Mailed check,743,81,824,Yes
4811-JBUVU,PG26,Male,1/13/1958,61,0,No,No,4,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),395,83,478,No
0945-TSONX,KT16,Female,5/1/1976,43,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),928,51,979,No
2651-ZCBXV,CH19,Male,6/11/1995,24,0,No,No,3,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),503,83,586,No
3316-UWXUY,MY75,Male,4/27/1957,62,0,No,No,26,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),900,75,975,No
8937-RDTHP,JW56,Male,4/12/1990,29,0,No,No,26,Yes,No,Fiber optic,Yes,Month-to-month,Mailed check,979,56,1035,Yes
7083-MIOPC,RT74,Female,7/10/1971,47,0,No,No,13,Yes,No,No,No internet service,Two year,Credit card (automatic),260,52,312,No
1984-GPTEH,WR23,Female,8/15/1959,59,0,No,No,36,Yes,Yes,No,No internet service,Month-to-month,Electronic check,953,83,1036,No
1251-KRREG,IM83,Male,6/18/1980,38,0,No,No,30,Yes,Yes,DSL,No,Month-to-month,Mailed check,821,64,885,Yes
0621-JFHOL,KC86,Female,10/1/1979,39,0,No,No,26,No,No phone service,DSL,No,Two year,Mailed check,581,67,648,No
9903-LYSAB,CQ66,Male,10/31/1993,25,0,No,Yes,25,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,415,66,481,No
0094-OIFMO,GV88,Female,12/2/1958,60,1,No,No,12,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,816,62,878,Yes
9227-UAQFT,ZQ75,Male,5/29/1966,53,0,No,No,31,Yes,No,No,No internet service,Two year,Mailed check,749,70,819,No
7301-ABVAD,IM85,Female,3/21/1998,21,0,No,No,22,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),546,83,629,No
6614-FHDBO,HW21,Male,7/21/1955,63,0,No,No,4,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),718,78,796,No
7576-ASEJU,VN68,Female,3/12/1958,61,0,Yes,Yes,37,Yes,No,DSL,Yes,One year,Credit card (automatic),844,72,916,No
9058-HRZSV,BB84,Female,4/21/1956,63,1,No,Yes,22,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,238,92,330,No
4522-AKYLR,PY91,Female,8/19/1957,61,1,No,No,1,Yes,No,DSL,No,Month-to-month,Electronic check,859,89,948,No
0221-WMXNQ,TR80,Male,1/23/1959,60,1,No,No,34,Yes,No,Fiber optic,No,Month-to-month,Electronic check,913,94,1007,No
0303-UNCIP,GM50,Male,10/9/1998,20,0,No,No,34,Yes,Yes,DSL,Yes,One year,Mailed check,982,79,1061,No
9947-OTFQU,FS55,Male,3/18/1957,62,1,No,No,39,Yes,No,Fiber optic,No,Month-to-month,Electronic check,431,64,495,Yes
0322-YINQP,NU60,Male,9/26/1994,24,0,No,No,8,Yes,No,DSL,No,Month-to-month,Mailed check,954,61,1015,Yes
0959-WHOKV,OX73,Male,3/23/1965,54,0,No,No,26,Yes,Yes,Fiber optic,Yes,One year,Electronic check,253,93,346,No
4075-JFPGR,CO53,Female,4/21/1978,41,0,No,Yes,40,Yes,No,Fiber optic,No,One year,Electronic check,689,87,776,No
4629-NRXKX,EV21,Female,12/5/1980,38,0,Yes,Yes,36,Yes,No,Fiber optic,No,Month-to-month,Electronic check,370,98,468,Yes
9514-JDSKI,PB65,Male,11/12/1957,61,1,No,Yes,9,No,No phone service,DSL,No,Month-to-month,Electronic check,910,90,1000,Yes
3282-ZISZV,RM65,Male,3/23/1981,38,0,Yes,No,19,Yes,Yes,DSL,Yes,One year,Credit card (automatic),727,52,779,No
3675-YDUPJ,QZ34,Male,5/15/1959,60,0,No,No,35,Yes,No,No,No internet service,Month-to-month,Mailed check,409,94,NA,No
4111-BNXIF,RQ52,Female,11/6/1976,42,0,Yes,Yes,29,No,No phone service,DSL,Yes,Two year,Electronic check,758,61,819,No
7017-VFHAY,NV52,Female,8/18/1973,45,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),848,67,915,No
6655-LHBYW,GC73,Male,12/2/1982,36,0,No,No,13,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),670,63,733,No
4959-JOSRX,UH99,Female,8/13/1966,52,0,No,Yes,20,Yes,No,DSL,No,Month-to-month,Credit card (automatic),621,89,710,Yes
5046-NUHWD,OS19,Female,1/2/1958,61,1,No,Yes,14,No,No phone service,DSL,Yes,Month-to-month,Electronic check,748,61,809,No
7273-TEFQD,UX92,Male,8/8/1958,60,1,No,No,30,No,No phone service,DSL,Yes,Month-to-month,Electronic check,863,65,928,Yes
3606-TWKGI,LT14,Male,9/26/1956,62,1,No,No,39,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,818,100,918,Yes
7529-ZDFXI,SV26,Male,2/2/1959,60,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,584,51,635,No
7605-BDWDC,ZO14,Female,10/2/1983,35,0,No,No,2,No,No phone service,DSL,Yes,Two year,Bank transfer (automatic),502,76,578,No
1950-KSVVJ,FL12,Female,12/27/1973,45,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,One year,Mailed check,595,52,647,No
0123-CRBRT,XS58,Female,8/13/1981,37,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Two year,Mailed check,792,76,868,No
6292-TOSSS,UH53,Male,7/7/1972,46,0,No,No,23,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),383,90,473,No
3197-ARFOY,UT55,Female,2/22/1955,64,1,No,No,12,Yes,No,Fiber optic,Yes,Month-to-month,Mailed check,909,57,966,No
6323-AYBRX,KQ87,Male,10/19/1998,20,0,No,No,36,Yes,No,No,No internet service,Two year,Mailed check,710,75,785,Yes
7014-ZZXAW,YZ91,Female,11/23/1993,25,0,No,Yes,31,Yes,Yes,No,No internet service,Two year,Credit card (automatic),319,91,410,No
4385-GZQXV,JW67,Female,3/17/1958,61,1,No,No,39,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,701,87,788,Yes
7633-MVPUY,RE94,Male,3/26/1997,22,0,No,Yes,34,Yes,No,DSL,No,Two year,Electronic check,264,71,335,No
6366-ZGQGL,WX38,Male,10/28/1991,27,0,No,No,15,No,No phone service,DSL,No,Month-to-month,Bank transfer (automatic),312,67,379,Yes
4716-HHKQH,GH95,Male,5/16/1958,61,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,840,98,938,No
5940-AHUHD,YB82,Male,12/25/1991,27,0,No,No,11,Yes,No,Fiber optic,No,Month-to-month,Mailed check,356,55,411,Yes
6432-TWQLB,WT82,Male,12/6/1991,27,0,No,Yes,12,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,759,55,814,Yes
4484-GLZOU,CO56,Female,12/13/1956,62,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,202,60,262,Yes
3179-GBRWV,SV59,Male,9/21/1956,62,1,No,Yes,39,Yes,No,DSL,Yes,Month-to-month,Bank transfer (automatic),402,100,502,No
8645-KWHJO,DH49,Male,1/14/1993,26,0,No,No,30,No,No phone service,DSL,Yes,Month-to-month,Electronic check,775,71,846,No
4130-MZLCC,QH65,Female,4/11/1956,63,0,No,No,22,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),311,73,384,No
0314-TKOSI,RQ89,Female,10/6/1993,25,0,No,No,13,Yes,No,DSL,No,Month-to-month,Mailed check,710,99,809,No
8229-MYEJZ,LJ45,Female,12/22/1957,61,0,No,No,9,Yes,No,DSL,No,Month-to-month,Electronic check,430,51,481,No
2080-SRCDE,QV78,Female,1/22/1977,42,0,Yes,No,8,Yes,Yes,No,No internet service,Month-to-month,Mailed check,845,78,923,No
9577-WJVCQ,RY71,Female,10/31/1986,32,0,No,No,25,Yes,Yes,DSL,No,Month-to-month,Mailed check,749,82,831,No
9512-UIBFX,LZ17,Male,6/28/1971,47,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Month-to-month,Mailed check,222,69,291,Yes
6202-DYYFX,VJ38,Female,6/4/1990,29,0,No,No,16,Yes,Yes,Fiber optic,No,One year,Credit card (automatic),542,74,616,No
3808-HFKDE,WW75,Female,3/7/1960,59,0,No,No,39,Yes,No,DSL,No,Month-to-month,Electronic check,519,83,602,No
5583-SXDAG,DP94,Male,5/27/1967,52,0,No,Yes,8,Yes,No,Fiber optic,No,Month-to-month,Electronic check,379,99,478,Yes
3488-PGMQJ,VW48,Male,3/27/1958,61,1,No,No,29,Yes,No,Fiber optic,No,Month-to-month,Electronic check,675,75,750,Yes
3580-REOAC,GB50,Male,9/5/1989,29,0,No,No,29,Yes,No,DSL,No,Month-to-month,Credit card (automatic),260,63,323,Yes
7534-BFESC,ZZ77,Male,2/4/1955,64,1,No,No,25,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,827,77,904,Yes
3727-OWVYD,KM38,Male,1/18/1993,26,0,No,No,34,Yes,No,DSL,No,One year,Mailed check,889,73,962,No
2294-SALNE,UT67,Male,11/21/1980,38,0,Yes,Yes,6,Yes,No,Fiber optic,No,One year,Mailed check,348,98,446,No
4847-TAJYI,NZ24,Female,2/20/1959,60,1,No,No,35,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,871,95,966,No
1563-IWQEX,UE60,Female,6/7/1961,58,0,No,No,35,Yes,No,No,No internet service,Month-to-month,Mailed check,220,60,280,No
8203-XJZRC,HS17,Male,4/12/1997,22,0,No,No,15,Yes,No,No,No internet service,Month-to-month,Mailed check,690,90,780,No
6556-DBKZF,EH85,Female,3/5/1993,26,0,Yes,Yes,28,Yes,No,Fiber optic,No,Two year,Electronic check,578,91,669,No
6851-WEFYX,ZY32,Male,9/28/1955,63,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,483,61,544,No
2985-JUUBZ,EG33,Male,8/19/1988,30,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Month-to-month,Electronic check,221,99,320,No
6390-DSAZX,WL52,Female,1/5/1977,42,0,Yes,No,24,Yes,No,Fiber optic,No,Month-to-month,Mailed check,543,75,618,Yes
0895-LMRSF,SL64,Male,9/6/1965,53,0,No,No,11,Yes,No,DSL,Yes,One year,Bank transfer (automatic),334,90,424,No
8098-LLAZX,OY57,Female,3/16/1958,61,1,No,No,19,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,550,92,642,Yes
8266-VBFQL,AY68,Male,3/19/1970,49,0,No,No,26,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,525,69,594,No
8181-YHCMF,BT65,Female,11/24/1985,33,0,Yes,Yes,40,No,No phone service,DSL,Yes,Two year,Credit card (automatic),909,81,990,No
2240-HSJQD,QC14,Male,5/26/1965,54,0,Yes,No,36,Yes,Yes,Fiber optic,No,Month-to-month,Mailed check,676,71,747,No
1248-DYXUB,DV65,Male,1/11/1956,63,0,Yes,Yes,37,Yes,Yes,No,No internet service,Two year,Mailed check,506,89,595,No
0265-EDXBD,FH22,Male,5/23/1955,64,1,No,Yes,3,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,646,95,741,Yes
4115-BNPJY,XC81,Male,10/15/1957,61,0,Yes,Yes,38,Yes,No,DSL,Yes,Two year,Mailed check,405,81,486,No
3167-SNQPL,DF74,Male,3/14/1956,63,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,799,58,857,No
4091-TVOCN,RK22,Male,8/6/1988,30,0,Yes,No,12,Yes,Yes,DSL,Yes,One year,Credit card (automatic),823,50,873,No
1098-TDVUQ,XI91,Female,3/12/1995,24,0,No,No,32,Yes,No,No,No internet service,Month-to-month,Bank transfer (automatic),703,55,758,No
7277-OZCGZ,MO50,Female,12/8/1975,43,0,No,No,27,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,948,84,1032,No
1557-EMYVT,NF93,Female,5/10/1967,52,0,No,No,20,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),436,70,506,No
2799-ARNLO,KP46,Female,1/8/1955,64,1,No,Yes,7,Yes,No,Fiber optic,No,Month-to-month,Electronic check,246,73,319,No
7563-BIUPC,ZM65,Male,3/5/1981,38,0,No,No,17,Yes,No,Fiber optic,No,Month-to-month,Electronic check,275,54,329,Yes
5027-YOCXN,NF45,Male,11/15/1970,48,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),263,68,331,No
3973-SKMLN,OI91,Male,11/15/1984,34,0,No,No,15,Yes,No,No,No internet service,Two year,Credit card (automatic),686,72,758,No
2321-OMBXY,UJ52,Female,3/25/1985,34,0,Yes,Yes,21,Yes,No,DSL,Yes,One year,Credit card (automatic),556,54,610,Yes
2840-XANRC,OD53,Male,3/27/1958,61,1,No,Yes,24,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,288,77,365,Yes
6745-JEFZB,PP91,Male,1/16/1961,58,0,No,Yes,29,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),367,52,419,No
5020-ZSTTY,HR25,Female,4/15/1958,61,1,No,No,16,Yes,Yes,DSL,Yes,One year,Bank transfer (automatic),391,87,478,Yes
9880-TDQAC,SH66,Female,2/28/1966,53,0,Yes,Yes,27,No,No phone service,DSL,Yes,Two year,Electronic check,993,98,1091,No
8705-WZCYL,FI42,Male,11/6/1955,63,0,No,No,37,Yes,No,DSL,No,Month-to-month,Electronic check,388,92,480,No
7102-JJVTX,MU72,Female,6/16/1986,33,0,Yes,Yes,14,Yes,No,DSL,No,One year,Mailed check,773,78,851,No
8626-PTQGE,RN64,Male,11/5/1982,36,0,No,No,36,No,No phone service,DSL,Yes,Two year,Bank transfer (automatic),270,74,344,No
4983-CLMLV,GO78,Female,9/7/1977,41,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),645,94,739,No
5701-YVSVF,YB69,Female,5/18/1957,62,1,No,Yes,18,Yes,No,Fiber optic,No,Month-to-month,Electronic check,713,80,793,No
5804-LEPIM,SN68,Female,2/19/1958,61,1,No,No,32,Yes,No,Fiber optic,No,Month-to-month,Electronic check,471,73,544,Yes
5697-GOMBF,LR99,Female,12/25/1958,60,1,Yes,Yes,1,No,No phone service,DSL,No,Month-to-month,Electronic check,906,60,966,No
2739-CACDQ,TG88,Female,7/9/1955,63,1,No,No,33,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),985,61,1046,No
9385-EHGDO,HW21,Female,5/1/1962,57,0,Yes,Yes,17,Yes,No,No,No internet service,Two year,Mailed check,646,90,736,No
9498-FIMXL,ZV91,Female,5/31/1981,38,0,No,No,40,Yes,No,No,No internet service,One year,Mailed check,566,73,639,No
2379-GYFLQ,OD65,Male,10/19/1989,29,0,No,No,23,Yes,Yes,Fiber optic,No,One year,Credit card (automatic),361,57,418,No
0122-OAHPZ,RP86,Female,4/24/1963,56,0,No,No,3,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,549,65,614,Yes
2868-SNELZ,MO83,Female,10/30/1986,32,0,No,No,1,Yes,Yes,Fiber optic,No,Month-to-month,Mailed check,228,88,316,Yes
4322-RCYMT,RN16,Male,7/27/1992,26,0,Yes,Yes,1,Yes,Yes,DSL,Yes,One year,Bank transfer (automatic),235,51,286,Yes
6680-NENYN,GN87,Female,8/8/1999,19,0,No,No,2,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,536,74,610,Yes
2088-IEBAU,IH79,Female,6/30/1971,47,0,No,No,40,Yes,Yes,DSL,Yes,Two year,Electronic check,868,95,NA,No
7982-VCELR,QL38,Female,5/25/1999,20,0,No,No,22,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),808,79,887,No
1343-EHPYB,FZ72,Male,12/17/1959,59,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,235,89,324,Yes
6035-BXTTY,MY24,Female,11/12/1957,61,1,No,No,1,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),774,65,839,No
6885-PKOAM,KN42,Female,6/14/1989,30,0,No,Yes,27,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),699,77,776,No
7520-HQWJU,IK95,Female,7/2/1958,60,0,Yes,Yes,9,Yes,Yes,DSL,No,Month-to-month,Bank transfer (automatic),312,73,385,No
9639-BUJXT,CA13,Male,1/5/1979,40,0,No,No,26,Yes,No,No,No internet service,One year,Mailed check,772,72,844,No
5924-SNGKP,VQ93,Female,1/22/1990,29,0,Yes,No,11,Yes,No,No,No internet service,One year,Credit card (automatic),631,53,684,No
0021-IKXGC,OW36,Female,1/4/1958,61,1,No,No,39,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,797,83,880,No
2034-GDRCN,US19,Female,7/31/1963,55,0,No,No,13,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,427,58,485,Yes
8966-SNIZF,QF71,Female,10/16/1987,31,0,No,Yes,40,Yes,No,No,No internet service,Two year,Bank transfer (automatic),814,68,882,No
6243-OZGFH,RE45,Female,1/9/1979,40,0,No,No,27,No,No phone service,DSL,Yes,Month-to-month,Electronic check,993,60,1053,No
4654-DLAMQ,PM92,Female,2/3/1956,63,1,No,Yes,34,Yes,No,Fiber optic,Yes,One year,Bank transfer (automatic),872,85,957,No
0513-RBGPE,IV29,Male,12/1/1983,35,0,Yes,Yes,31,Yes,Yes,DSL,No,Two year,Credit card (automatic),825,61,886,No
5160-UXJED,FA67,Male,3/15/1960,59,0,Yes,No,15,Yes,No,DSL,No,One year,Mailed check,463,56,519,No
4115-NZRKS,AM22,Female,3/19/1955,64,1,No,No,34,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,460,72,532,No
0219-YTZUE,OK88,Male,7/16/1977,41,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),860,63,923,Yes
0623-IIHUG,RE50,Female,4/14/1958,61,1,No,No,11,No,No phone service,DSL,No,Month-to-month,Electronic check,429,67,496,Yes
4572-DVCGN,SX48,Female,8/3/1998,20,0,No,No,26,Yes,No,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),919,89,1008,Yes
3351-NGXYI,TD40,Female,12/9/1957,61,1,No,No,3,Yes,Yes,DSL,No,Month-to-month,Electronic check,782,84,866,No
8984-EYLLL,BZ78,Male,8/29/1965,53,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,545,71,616,No
9057-MSWCO,SX72,Male,5/17/1956,63,1,No,Yes,16,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),273,74,347,Yes
9833-TGFHX,NN21,Male,12/22/1983,35,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,One year,Electronic check,283,78,361,No
9294-TDIPC,IK28,Male,8/28/1971,47,0,Yes,No,19,Yes,No,No,No internet service,Month-to-month,Mailed check,758,78,836,No
5229-DTFYB,UP66,Female,7/19/1992,26,0,No,No,2,Yes,No,Fiber optic,Yes,Two year,Bank transfer (automatic),987,81,1068,No
0104-PPXDV,SS92,Male,7/10/1972,46,0,No,Yes,23,Yes,No,DSL,No,One year,Credit card (automatic),730,63,793,No
5176-LMJXE,CP33,Female,5/17/1994,25,0,No,No,2,Yes,No,No,No internet service,Two year,Mailed check,817,97,914,No
3583-KRKMD,SO91,Male,3/24/1984,35,0,No,No,11,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),365,95,460,No
1010-DIAUQ,GQ56,Male,1/28/1961,58,0,No,No,16,Yes,No,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),812,69,881,Yes
9069-LGEUL,SV62,Male,2/11/1972,47,0,No,Yes,6,Yes,No,DSL,Yes,Month-to-month,Bank transfer (automatic),729,75,804,No
7302-ZHMHP,RD20,Female,10/1/1987,31,0,No,No,7,Yes,No,No,No internet service,Month-to-month,Mailed check,596,60,656,No
9571-EDEBV,BV25,Male,3/15/1969,50,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),261,81,342,No
3520-FJGCV,FD59,Male,3/24/1968,51,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),974,77,1051,No
6563-VRERX,MA12,Male,10/16/1976,42,0,Yes,Yes,32,Yes,No,No,No internet service,One year,Mailed check,591,83,674,No
0259-GBZSH,FR18,Male,8/6/1976,42,0,No,No,10,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,890,54,944,Yes
6122-EFVKN,CN52,Male,12/13/1979,39,0,Yes,No,12,No,No phone service,DSL,No,Two year,Mailed check,536,75,611,No
2805-EDJPQ,BM14,Female,11/16/1971,47,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),352,80,432,No
6862-CQUMB,JZ83,Male,3/6/1956,63,0,No,No,34,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),857,63,920,No
7156-MXBJE,GR71,Female,2/28/1991,28,0,No,No,14,Yes,Yes,DSL,Yes,One year,Credit card (automatic),429,84,513,No
6158-HDPXZ,KY12,Male,10/29/1985,33,0,No,No,31,No,No phone service,DSL,No,Month-to-month,Mailed check,703,84,787,No
9601-BRXPO,EO63,Female,7/25/1990,28,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),706,50,756,Yes
2863-IMQDR,AT25,Female,12/7/1981,37,0,No,No,15,Yes,Yes,DSL,Yes,Two year,Electronic check,547,94,641,No
5686-CMAWK,WD55,Male,8/11/1997,21,0,No,No,40,Yes,Yes,Fiber optic,No,One year,Electronic check,708,85,793,No
5651-CRHKQ,LW85,Female,9/21/1971,47,0,No,Yes,19,Yes,No,Fiber optic,No,One year,Bank transfer (automatic),302,54,356,No
6905-NIQIN,RG28,Male,9/14/1966,52,0,No,No,18,Yes,No,DSL,No,Month-to-month,Mailed check,633,63,696,Yes
8204-YJCLA,HT61,Male,1/3/1956,63,1,Yes,Yes,11,No,No phone service,DSL,Yes,Two year,Bank transfer (automatic),570,75,645,No
5167-ZFFMM,XF57,Male,9/30/1974,44,0,No,No,19,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),550,69,619,Yes
